Carat Weight;Cut;Color;Clarity;Polish;Symmetry;Report;class
"[0.75;0.9)";Ideal;H;VS1;EX;EX;GIA;"(2000;4000)"
"[0.75;0.9)";Very Good;D;SI1;G;VG;GIA;"(2000;4000)"
"[0.75;0.9)";Ideal;H;VS1;ID;ID;AGSL;"(2000;4000)"
"[0.75;0.9)";Ideal;F;VS2;EX;EX;GIA;"(2000;4000)"
"[0.75;0.9)";Ideal;H;VS2;EX;EX;GIA;"(2000;4000)"
"[0.75;0.9)";Good;F;VS1;VG;VG;AGSL;"(2000;4000)"
"[0.75;0.9)";Ideal;I;IF;VG;VG;GIA;"(2000;4000)"
"[0.9;1)";Very Good;H;SI1;EX;EX;GIA;"(2000;4000)"
"[0.75;0.9)";Ideal;F;SI1;EX;VG;GIA;"(2000;4000)"
"[0.75;0.9)";Very Good;I;VVS1;VG;EX;GIA;"(2000;4000)"
"[0.9;1)";Very Good;I;VS2;VG;G;GIA;"(2000;4000)"
"[0.75;0.9)";Signature-Ideal;H;SI1;EX;EX;GIA;"(2000;4000)"
"[0.75;0.9)";Signature-Ideal;H;VS2;EX;EX;GIA;"(2000;4000)"
"[0.75;0.9)";Very Good;E;SI1;G;G;GIA;"(2000;4000)"
"[0.9;1)";Ideal;I;SI1;VG;VG;GIA;"(2000;4000)"
"[0.75;0.9)";Very Good;G;VS1;G;G;GIA;"(2000;4000)"
"[0.9;1)";Good;H;SI1;VG;VG;GIA;"(2000;4000)"
"[0.75;0.9)";Ideal;H;VS1;EX;EX;GIA;"(2000;4000)"
"[0.75;0.9)";Ideal;H;VS1;ID;ID;AGSL;"(2000;4000)"
"[0.75;0.9)";Very Good;F;VS1;VG;G;GIA;"(2000;4000)"
"[0.75;0.9)";Very Good;G;VS1;ID;EX;AGSL;"(2000;4000)"
"[0.9;1)";Good;H;SI1;VG;G;GIA;"(2000;4000)"
"[0.75;0.9)";Very Good;E;VS1;G;G;GIA;"(2000;4000)"
"[0.9;1)";Very Good;I;VS2;VG;EX;GIA;"(2000;4000)"
"[0.9;1)";Very Good;I;VS2;EX;EX;GIA;"(2000;4000)"
"[0.75;0.9)";Ideal;E;VS2;VG;VG;GIA;"(2000;4000)"
"[0.9;1)";Good;I;SI1;G;G;GIA;"(2000;4000)"
"[0.75;0.9)";Very Good;F;VS2;VG;EX;GIA;"(2000;4000)"
"[0.75;0.9)";Signature-Ideal;H;SI1;EX;EX;GIA;"(2000;4000)"
"[0.75;0.9)";Very Good;D;SI1;VG;VG;GIA;"(2000;4000)"
"[0.75;0.9)";Very Good;E;VS2;EX;EX;GIA;"(2000;4000)"
"[0.75;0.9)";Ideal;F;SI1;EX;EX;GIA;"(2000;4000)"
"[0.75;0.9)";Very Good;F;SI1;VG;EX;GIA;"(2000;4000)"
"[0.9;1)";Good;H;SI1;VG;G;GIA;"(2000;4000)"
"[0.75;0.9)";Ideal;G;VVS2;ID;ID;AGSL;"(2000;4000)"
"[0.9;1)";Very Good;I;VS2;VG;EX;GIA;"(2000;4000)"
"[0.9;1)";Very Good;I;VS2;EX;VG;GIA;"(2000;4000)"
"[0.9;1)";Fair;I;VS1;VG;VG;GIA;"(2000;4000)"
"[0.9;1)";Fair;I;VS1;VG;EX;GIA;"(2000;4000)"
"[0.9;1)";Good;H;SI1;VG;G;GIA;"(2000;4000)"
"[0.9;1)";Very Good;I;VS2;EX;VG;GIA;"(2000;4000)"
"[0.75;0.9)";Very Good;F;SI1;VG;VG;GIA;"(2000;4000)"
"[0.9;1)";Very Good;H;SI1;VG;EX;GIA;"(2000;4000)"
"[0.9;1)";Fair;I;VS1;VG;VG;GIA;"(2000;4000)"
"[0.75;0.9)";Ideal;E;VS1;VG;VG;GIA;"(2000;4000)"
"[0.75;0.9)";Very Good;F;VS2;VG;VG;GIA;"(2000;4000)"
"[0.9;1)";Very Good;I;VS2;VG;VG;GIA;"(2000;4000)"
"[0.9;1)";Ideal;I;SI1;EX;EX;GIA;"(2000;4000)"
"[0.75;0.9)";Ideal;E;SI1;VG;VG;GIA;"(2000;4000)"
"[0.75;0.9)";Very Good;E;VS2;VG;VG;GIA;"(2000;4000)"
"[0.75;0.9)";Very Good;E;VS1;G;G;GIA;"(2000;4000)"
"[0.75;0.9)";Ideal;G;VS2;EX;EX;GIA;"(2000;4000)"
"[0.75;0.9)";Very Good;G;VS1;VG;VG;GIA;"(2000;4000)"
"[0.75;0.9)";Ideal;G;VS1;VG;EX;GIA;"(2000;4000)"
"[0.75;0.9)";Ideal;I;VVS2;ID;ID;AGSL;"(2000;4000)"
"[0.75;0.9)";Ideal;I;VS1;EX;EX;GIA;"(2000;4000)"
"[0.75;0.9)";Very Good;F;VVS2;G;G;GIA;"(2000;4000)"
"[0.75;0.9)";Very Good;F;VS1;EX;G;GIA;"(2000;4000)"
"[0.75;0.9)";Ideal;G;VS1;ID;ID;AGSL;"(2000;4000)"
"[0.75;0.9)";Very Good;F;VS1;VG;VG;GIA;"(2000;4000)"
"[0.9;1)";Ideal;I;SI1;VG;VG;GIA;"(2000;4000)"
"[0.9;1)";Good;E;SI1;VG;G;GIA;"(2000;4000)"
"[0.75;0.9)";Ideal;I;VS2;EX;EX;GIA;"(2000;4000)"
"[0.9;1)";Good;H;SI1;VG;VG;GIA;"(2000;4000)"
"[0.9;1)";Ideal;I;SI1;VG;VG;GIA;"(2000;4000)"
"[0.75;0.9)";Ideal;H;VVS2;EX;EX;GIA;"(2000;4000)"
"[0.75;0.9)";Ideal;H;VS1;EX;EX;GIA;"(2000;4000)"
"[0.9;1)";Fair;G;SI1;VG;VG;GIA;"(2000;4000)"
"[0.75;0.9)";Ideal;E;VS2;VG;VG;GIA;"(2000;4000)"
"[0.75;0.9)";Ideal;E;SI1;VG;VG;GIA;"(2000;4000)"
"[0.75;0.9)";Ideal;D;VS2;VG;EX;GIA;"(2000;4000)"
"[0.75;0.9)";Ideal;F;VS2;ID;ID;AGSL;"(2000;4000)"
"[0.9;1)";Very Good;H;SI1;VG;G;GIA;"(2000;4000)"
"[0.75;0.9)";Ideal;F;SI1;EX;EX;GIA;"(2000;4000)"
"[0.75;0.9)";Ideal;D;SI1;VG;EX;GIA;"(2000;4000)"
"[0.75;0.9)";Ideal;F;SI1;EX;EX;GIA;"(2000;4000)"
"[0.9;1)";Very Good;G;SI1;VG;G;GIA;"(2000;4000)"
"[0.9;1)";Good;G;SI1;EX;VG;GIA;"(2000;4000)"
"[0.75;0.9)";Ideal;E;VS2;EX;VG;GIA;"(2000;4000)"
"[0.75;0.9)";Very Good;F;VS1;G;VG;GIA;"(2000;4000)"
"[0.75;0.9)";Ideal;G;VS2;EX;EX;GIA;"(2000;4000)"
"[0.75;0.9)";Ideal;D;SI1;EX;EX;GIA;"(2000;4000)"
"[0.9;1)";Very Good;I;VS2;VG;VG;GIA;"(2000;4000)"
"[0.9;1)";Good;F;SI1;G;G;GIA;"(2000;4000)"
"[0.75;0.9)";Signature-Ideal;F;SI1;EX;EX;GIA;"(2000;4000)"
"[0.9;1)";Ideal;I;SI1;VG;VG;GIA;"(2000;4000)"
"[0.75;0.9)";Signature-Ideal;G;VS2;ID;ID;AGSL;"(2000;4000)"
"[0.9;1)";Very Good;G;SI1;EX;VG;GIA;"(2000;4000)"
"[0.75;0.9)";Very Good;E;VS2;VG;VG;GIA;"(2000;4000)"
"[0.75;0.9)";Ideal;E;SI1;EX;EX;GIA;"(2000;4000)"
"[0.9;1)";Very Good;F;SI1;VG;EX;GIA;"(2000;4000)"
"[0.75;0.9)";Ideal;F;VS2;VG;VG;GIA;"(2000;4000)"
"[0.9;1)";Very Good;I;VS2;VG;VG;GIA;"(2000;4000)"
"[0.9;1)";Ideal;I;VS2;VG;VG;GIA;"(2000;4000)"
"[0.9;1)";Very Good;H;SI1;VG;VG;GIA;"(2000;4000)"
"[0.9;1)";Very Good;I;VS2;G;VG;GIA;"(2000;4000)"
"[0.75;0.9)";Ideal;H;VVS1;EX;VG;GIA;"(2000;4000)"
"[0.75;0.9)";Ideal;H;VVS1;EX;EX;GIA;"(2000;4000)"
"[0.9;1)";Very Good;I;SI1;VG;VG;GIA;"(2000;4000)"
"[0.75;0.9)";Ideal;D;SI1;VG;VG;GIA;"(2000;4000)"
"[0.75;0.9)";Very Good;D;VS1;EX;EX;GIA;"(2000;4000)"
"[0.75;0.9)";Very Good;G;VVS2;VG;G;GIA;"(2000;4000)"
"[0.75;0.9)";Very Good;E;SI1;VG;G;GIA;"(2000;4000)"
"[0.9;1)";Very Good;H;SI1;VG;VG;GIA;"(2000;4000)"
"[0.9;1)";Very Good;I;VS2;G;G;GIA;"(2000;4000)"
"[0.9;1)";Very Good;G;SI1;EX;EX;GIA;"(2000;4000)"
"[0.9;1)";Very Good;G;SI1;VG;VG;GIA;"(2000;4000)"
"[0.75;0.9)";Ideal;G;VS2;VG;VG;GIA;"(2000;4000)"
"[0.75;0.9)";Ideal;F;VS2;EX;VG;GIA;"(2000;4000)"
"[0.75;0.9)";Very Good;G;VVS2;ID;ID;AGSL;"(2000;4000)"
"[0.75;0.9)";Ideal;E;VS1;EX;VG;GIA;"(2000;4000)"
"[0.75;0.9)";Ideal;E;SI1;ID;ID;AGSL;"(2000;4000)"
"[0.75;0.9)";Ideal;E;VS1;EX;VG;GIA;"(2000;4000)"
"[0.75;0.9)";Very Good;D;SI1;G;G;GIA;"(2000;4000)"
"[0.9;1)";Very Good;I;VS2;VG;G;GIA;"(2000;4000)"
"[0.9;1)";Ideal;I;VS2;VG;VG;GIA;"(2000;4000)"
"[0.9;1)";Good;I;VS1;G;G;GIA;"(2000;4000)"
"[0.9;1)";Very Good;H;SI1;VG;VG;GIA;"(2000;4000)"
"[0.75;0.9)";Very Good;D;SI1;VG;VG;GIA;"(2000;4000)"
"[0.9;1)";Good;G;SI1;VG;G;GIA;"(2000;4000)"
"[0.75;0.9)";Ideal;E;SI1;EX;EX;GIA;"(2000;4000)"
"[0.75;0.9)";Ideal;H;VVS1;EX;EX;GIA;"(2000;4000)"
"[0.9;1)";Good;I;VS1;G;VG;GIA;"(2000;4000)"
"[0.75;0.9)";Ideal;D;VS2;ID;ID;AGSL;"(2000;4000)"
"[0.9;1)";Very Good;F;SI1;EX;VG;GIA;"(2000;4000)"
"[0.9;1)";Good;I;VS2;VG;VG;GIA;"(2000;4000)"
"[0.9;1)";Ideal;I;VS2;VG;VG;GIA;"(2000;4000)"
"[0.9;1)";Fair;H;VS2;VG;G;GIA;"(2000;4000)"
"[0.75;0.9)";Ideal;G;VVS2;EX;EX;GIA;"(2000;4000)"
"[0.9;1)";Good;F;SI1;EX;VG;GIA;"(2000;4000)"
"[0.75;0.9)";Ideal;D;SI1;VG;VG;GIA;"(2000;4000)"
"[0.9;1)";Ideal;I;SI1;EX;EX;GIA;"(2000;4000)"
"[0.9;1)";Very Good;G;SI1;VG;VG;GIA;"(2000;4000)"
"[0.9;1)";Very Good;G;SI1;G;VG;GIA;"(2000;4000)"
"[0.9;1)";Very Good;I;VS2;VG;VG;GIA;"(2000;4000)"
"[0.75;0.9)";Signature-Ideal;F;SI1;EX;EX;GIA;"(2000;4000)"
"[0.9;1)";Very Good;I;SI1;VG;VG;GIA;"(2000;4000)"
"[0.9;1)";Fair;I;VS2;G;G;GIA;"(2000;4000)"
"[0.75;0.9)";Very Good;F;VS2;G;VG;GIA;"(2000;4000)"
"[0.75;0.9)";Ideal;H;VVS2;EX;EX;GIA;"(2000;4000)"
"[0.9;1)";Very Good;I;VS2;G;G;GIA;"(2000;4000)"
"[0.9;1)";Very Good;I;VS2;VG;G;GIA;"(2000;4000)"
"[0.9;1)";Very Good;I;SI1;EX;VG;GIA;"(2000;4000)"
"[0.75;0.9)";Ideal;F;VVS2;VG;VG;GIA;"(2000;4000)"
"[0.9;1)";Very Good;H;SI1;VG;VG;GIA;"(2000;4000)"
"[0.9;1)";Very Good;I;VS2;EX;VG;GIA;"(2000;4000)"
"[0.75;0.9)";Ideal;E;VS1;VG;VG;GIA;"(2000;4000)"
"[0.75;0.9)";Very Good;E;VS2;VG;G;GIA;"(2000;4000)"
"[0.9;1)";Good;I;VVS2;VG;VG;GIA;"(2000;4000)"
"[0.9;1)";Very Good;I;VS2;EX;G;GIA;"(2000;4000)"
"[0.9;1)";Good;I;VS1;G;G;GIA;"(2000;4000)"
"[0.9;1)";Ideal;I;VS1;VG;EX;GIA;"(2000;4000)"
"[0.9;1)";Very Good;G;SI1;EX;VG;GIA;"(2000;4000)"
"[0.75;0.9)";Very Good;F;VS1;G;G;GIA;"(2000;4000)"
"[0.9;1)";Ideal;I;VS2;VG;VG;GIA;"(2000;4000)"
"[0.9;1)";Good;H;SI1;VG;VG;GIA;"(2000;4000)"
"[0.75;0.9)";Ideal;D;SI1;EX;EX;GIA;"(2000;4000)"
"[0.9;1)";Fair;F;SI1;G;VG;GIA;"(2000;4000)"
"[0.9;1)";Good;F;SI1;G;VG;GIA;"(2000;4000)"
"[0.9;1)";Good;H;SI1;G;G;GIA;"(2000;4000)"
"[0.75;0.9)";Ideal;G;VS1;EX;EX;GIA;"(2000;4000)"
"[0.75;0.9)";Ideal;D;VS2;EX;VG;GIA;"(2000;4000)"
"[0.75;0.9)";Very Good;H;VVS1;ID;ID;AGSL;"(2000;4000)"
"[0.9;1)";Good;I;VVS1;VG;VG;GIA;"(2000;4000)"
"[0.9;1)";Fair;E;SI1;VG;VG;GIA;"(2000;4000)"
"[0.75;0.9)";Very Good;F;VS1;EX;ID;AGSL;"(2000;4000)"
"[0.75;0.9)";Ideal;D;VS1;EX;EX;GIA;"(2000;4000)"
"[0.9;1)";Good;I;VS2;VG;G;GIA;"(2000;4000)"
"[0.9;1)";Very Good;H;SI1;G;VG;GIA;"(2000;4000)"
"[0.9;1)";Very Good;E;SI1;VG;VG;GIA;"(2000;4000)"
"[0.9;1)";Very Good;G;SI1;EX;G;GIA;"(2000;4000)"
"[0.9;1)";Very Good;G;SI1;G;G;GIA;"(2000;4000)"
"[0.9;1)";Very Good;G;SI1;EX;VG;GIA;"(2000;4000)"
"[0.9;1)";Very Good;G;SI1;EX;VG;GIA;"(2000;4000)"
"[0.9;1)";Very Good;G;SI1;EX;VG;GIA;"(2000;4000)"
"[0.9;1)";Very Good;G;SI1;VG;VG;GIA;"(2000;4000)"
"[0.75;0.9)";Fair;G;VS1;VG;VG;AGSL;"(2000;4000)"
"[0.9;1)";Very Good;H;SI1;EX;EX;GIA;"(2000;4000)"
"[0.75;0.9)";Ideal;D;VS2;VG;VG;GIA;"(2000;4000)"
"[0.75;0.9)";Ideal;G;SI1;EX;EX;GIA;"(2000;4000)"
"[0.75;0.9)";Ideal;D;VS2;EX;VG;GIA;"(2000;4000)"
"[0.9;1)";Very Good;H;SI1;EX;EX;GIA;"(2000;4000)"
"[0.9;1)";Very Good;H;SI1;VG;G;GIA;"(2000;4000)"
"[0.9;1)";Ideal;H;SI1;VG;VG;GIA;"(2000;4000)"
"[0.9;1)";Ideal;I;SI1;EX;EX;GIA;"(2000;4000)"
"[0.75;0.9)";Very Good;E;VS2;EX;VG;GIA;"(2000;4000)"
"[0.75;0.9)";Very Good;I;VVS1;EX;EX;GIA;"(2000;4000)"
"[0.75;0.9)";Ideal;H;VVS2;ID;ID;AGSL;"(2000;4000)"
"[0.9;1)";Good;I;VS2;G;G;GIA;"(2000;4000)"
"[0.75;0.9)";Signature-Ideal;G;VS2;EX;EX;GIA;"(2000;4000)"
"[0.75;0.9)";Very Good;D;VS2;G;VG;GIA;"(2000;4000)"
"[0.9;1)";Good;F;SI1;EX;VG;GIA;"(2000;4000)"
"[0.9;1)";Good;F;SI1;G;G;GIA;"(2000;4000)"
"[0.9;1)";Good;F;SI1;G;G;GIA;"(2000;4000)"
"[0.9;1)";Very Good;G;SI1;VG;G;GIA;"(2000;4000)"
"[0.9;1)";Good;H;VS1;VG;VG;GIA;"(2000;4000)"
"[0.75;0.9)";Very Good;D;VS1;EX;VG;GIA;"(2000;4000)"
"[0.9;1)";Good;G;SI1;VG;VG;GIA;"(2000;4000)"
"[0.9;1)";Very Good;H;SI1;G;G;GIA;"(2000;4000)"
"[0.9;1)";Very Good;H;SI1;G;VG;GIA;"(2000;4000)"
"[0.9;1)";Good;G;SI1;EX;VG;GIA;"(2000;4000)"
"[0.75;0.9)";Ideal;F;SI1;EX;EX;GIA;"(2000;4000)"
"[0.75;0.9)";Ideal;D;VS2;EX;EX;GIA;"(2000;4000)"
"[0.75;0.9)";Very Good;E;VS2;VG;EX;GIA;"(2000;4000)"
"[0.75;0.9)";Ideal;D;VS2;VG;EX;GIA;"(2000;4000)"
"[0.9;1)";Good;F;SI1;VG;VG;GIA;"(2000;4000)"
"[0.75;0.9)";Very Good;G;VVS2;EX;EX;GIA;"(2000;4000)"
"[0.9;1)";Very Good;I;VS1;VG;VG;GIA;"(2000;4000)"
"[0.9;1)";Very Good;G;SI1;VG;EX;GIA;"(2000;4000)"
"[0.75;0.9)";Very Good;E;VS1;EX;VG;GIA;"(2000;4000)"
"[0.75;0.9)";Ideal;H;IF;EX;VG;GIA;"(2000;4000)"
"[1;1.2)";Good;I;SI1;VG;VG;GIA;"(2000;4000)"
"[0.75;0.9)";Ideal;D;VS2;VG;EX;GIA;"(2000;4000)"
"[0.9;1)";Very Good;H;SI1;VG;VG;GIA;"(2000;4000)"
"[0.75;0.9)";Very Good;E;VS2;VG;G;GIA;"(2000;4000)"
"[0.75;0.9)";Very Good;E;VS2;VG;EX;GIA;"(2000;4000)"
"[0.9;1)";Fair;F;SI1;VG;VG;GIA;"(2000;4000)"
"[0.9;1)";Good;F;SI1;VG;VG;GIA;"(2000;4000)"
"[0.75;0.9)";Ideal;E;VS2;EX;EX;GIA;"(2000;4000)"
"[0.9;1)";Very Good;I;VS1;VG;VG;GIA;"(2000;4000)"
"[0.75;0.9)";Ideal;H;VVS1;EX;EX;GIA;"(2000;4000)"
"[0.9;1)";Very Good;F;SI1;EX;VG;GIA;"(2000;4000)"
"[0.75;0.9)";Ideal;G;VS2;EX;EX;GIA;"(2000;4000)"
"[0.9;1)";Very Good;I;SI1;EX;VG;GIA;"(2000;4000)"
"[0.9;1)";Very Good;F;SI1;G;G;GIA;"(2000;4000)"
"[0.9;1)";Good;H;SI1;G;G;GIA;"(2000;4000)"
"[0.9;1)";Ideal;I;SI1;EX;EX;GIA;"(2000;4000)"
"[0.9;1)";Very Good;E;SI1;EX;EX;GIA;"(2000;4000)"
"[0.9;1)";Very Good;E;SI1;EX;VG;GIA;"(2000;4000)"
"[0.75;0.9)";Ideal;E;VS2;VG;EX;GIA;"(2000;4000)"
"[0.75;0.9)";Ideal;G;VS1;ID;ID;AGSL;"(2000;4000)"
"[0.9;1)";Ideal;I;VS1;EX;EX;GIA;"(2000;4000)"
"[0.75;0.9)";Good;F;VS1;VG;G;GIA;"(2000;4000)"
"[0.75;0.9)";Ideal;G;VVS2;ID;ID;AGSL;"(2000;4000)"
"[0.75;0.9)";Ideal;G;VVS2;EX;EX;GIA;"(2000;4000)"
"[0.75;0.9)";Ideal;G;VS1;EX;EX;GIA;"(2000;4000)"
"[0.9;1)";Very Good;I;VS1;VG;VG;GIA;"(2000;4000)"
"[0.9;1)";Fair;F;SI1;G;G;GIA;"(2000;4000)"
"[0.9;1)";Very Good;F;SI1;VG;G;GIA;"(2000;4000)"
"[0.75;0.9)";Very Good;F;VS2;EX;VG;GIA;"(2000;4000)"
"[0.9;1)";Very Good;I;VS2;EX;EX;GIA;"(2000;4000)"
"[0.9;1)";Very Good;H;VS2;VG;VG;GIA;"(2000;4000)"
"[0.75;0.9)";Very Good;E;VVS2;VG;VG;GIA;"(2000;4000)"
"[0.9;1)";Good;F;SI1;EX;VG;GIA;"(2000;4000)"
"[0.9;1)";Good;F;SI1;VG;G;GIA;"(2000;4000)"
"[0.9;1)";Good;F;SI1;EX;VG;GIA;"(2000;4000)"
"[1;1.2)";Fair;I;SI1;VG;VG;GIA;"(2000;4000)"
"[0.9;1)";Ideal;I;SI1;ID;ID;AGSL;"(2000;4000)"
"[0.75;0.9)";Very Good;E;VS2;EX;EX;GIA;"(2000;4000)"
"[0.75;0.9)";Ideal;D;VS2;VG;EX;GIA;"(2000;4000)"
"[0.9;1)";Very Good;I;VS2;VG;VG;GIA;"(2000;4000)"
"[0.75;0.9)";Ideal;E;SI1;EX;EX;GIA;"(2000;4000)"
"[0.75;0.9)";Ideal;F;VS2;ID;ID;AGSL;"(2000;4000)"
"[0.9;1)";Very Good;F;SI1;EX;EX;GIA;"(2000;4000)"
"[0.9;1)";Very Good;I;VVS2;VG;EX;GIA;"(2000;4000)"
"[0.75;0.9)";Ideal;G;VS1;ID;ID;AGSL;"(2000;4000)"
"[0.75;0.9)";Very Good;E;VS1;VG;G;GIA;"(2000;4000)"
"[0.9;1)";Very Good;G;SI1;VG;VG;GIA;"(2000;4000)"
"[0.9;1)";Fair;E;SI1;VG;VG;GIA;"(2000;4000)"
"[0.9;1)";Very Good;H;VS2;VG;EX;GIA;"(2000;4000)"
"[1;1.2)";Fair;I;SI1;VG;G;GIA;"(2000;4000)"
"[0.75;0.9)";Ideal;G;VVS2;EX;EX;GIA;"(2000;4000)"
"[0.75;0.9)";Ideal;E;VS1;EX;VG;GIA;"(2000;4000)"
"[0.9;1)";Good;E;SI1;VG;VG;GIA;"(2000;4000)"
"[0.75;0.9)";Ideal;D;SI1;EX;EX;GIA;"(2000;4000)"
"[0.9;1)";Good;E;SI1;G;G;GIA;"(2000;4000)"
"[0.75;0.9)";Ideal;E;SI1;EX;EX;GIA;"(2000;4000)"
"[0.75;0.9)";Ideal;G;VS2;EX;VG;GIA;"(2000;4000)"
"[0.9;1)";Very Good;F;SI1;G;VG;GIA;"(2000;4000)"
"[0.9;1)";Very Good;G;SI1;EX;VG;GIA;"(2000;4000)"
"[0.9;1)";Good;E;SI1;VG;VG;GIA;"(2000;4000)"
"[0.9;1)";Good;I;VVS2;VG;G;GIA;"(2000;4000)"
"[0.9;1)";Good;I;VS2;G;G;GIA;"(2000;4000)"
"[0.75;0.9)";Ideal;G;VVS1;EX;EX;GIA;"(2000;4000)"
"[0.9;1)";Very Good;F;SI1;VG;EX;GIA;"(2000;4000)"
"[0.9;1)";Very Good;F;SI1;EX;EX;GIA;"(2000;4000)"
"[0.9;1)";Very Good;F;SI1;VG;VG;GIA;"(2000;4000)"
"[0.9;1)";Very Good;F;SI1;VG;G;GIA;"(2000;4000)"
"[0.75;0.9)";Very Good;F;VS2;EX;VG;GIA;"(2000;4000)"
"[0.9;1)";Good;F;SI1;EX;VG;GIA;"(2000;4000)"
"[0.9;1)";Ideal;I;VS1;EX;EX;GIA;"(2000;4000)"
"[0.9;1)";Very Good;G;SI1;G;VG;GIA;"(2000;4000)"
"[0.75;0.9)";Ideal;D;VS1;VG;VG;GIA;"(2000;4000)"
"[0.9;1)";Very Good;F;SI1;VG;VG;GIA;"(2000;4000)"
"[0.75;0.9)";Very Good;G;VVS1;EX;ID;AGSL;"(2000;4000)"
"[0.75;0.9)";Ideal;E;SI1;EX;EX;GIA;"(2000;4000)"
"[0.9;1)";Good;H;VS1;EX;VG;GIA;"(2000;4000)"
"[0.9;1)";Good;E;SI1;VG;VG;GIA;"(2000;4000)"
"[0.9;1)";Good;E;SI1;G;G;GIA;"(2000;4000)"
"[0.75;0.9)";Ideal;E;VS2;EX;VG;GIA;"(2000;4000)"
"[0.9;1)";Good;I;VVS1;EX;EX;GIA;"(2000;4000)"
"[0.9;1)";Good;G;VS1;VG;G;GIA;"(2000;4000)"
"[0.75;0.9)";Ideal;E;SI1;EX;EX;GIA;"(2000;4000)"
"[0.75;0.9)";Very Good;G;VVS2;VG;EX;GIA;"(2000;4000)"
"[0.75;0.9)";Very Good;D;VS1;G;G;AGSL;"(2000;4000)"
"[0.9;1)";Very Good;G;SI1;G;G;GIA;"(2000;4000)"
"[0.9;1)";Ideal;H;SI1;EX;VG;GIA;"(2000;4000)"
"[0.75;0.9)";Ideal;D;SI1;EX;EX;GIA;"(2000;4000)"
"[0.9;1)";Good;G;VS2;VG;VG;GIA;"(2000;4000)"
"[0.9;1)";Very Good;F;SI1;EX;VG;GIA;"(2000;4000)"
"[0.9;1)";Very Good;I;VS2;EX;VG;GIA;"(2000;4000)"
"[0.75;0.9)";Ideal;F;VS1;VG;VG;GIA;"(2000;4000)"
"[0.9;1)";Ideal;F;SI1;EX;VG;GIA;"(2000;4000)"
"[0.9;1)";Fair;F;SI1;VG;VG;GIA;"(2000;4000)"
"[0.75;0.9)";Ideal;H;VS2;EX;EX;GIA;"(2000;4000)"
"[0.75;0.9)";Ideal;E;SI1;EX;EX;GIA;"(2000;4000)"
"[0.9;1)";Good;E;SI1;VG;VG;GIA;"(2000;4000)"
"[0.9;1)";Very Good;H;SI1;EX;VG;GIA;"(2000;4000)"
"[0.75;0.9)";Very Good;D;VS2;VG;VG;GIA;"[4000;6000)"
"[0.9;1)";Very Good;F;SI1;VG;VG;GIA;"[4000;6000)"
"[0.9;1)";Very Good;F;SI1;VG;EX;GIA;"[4000;6000)"
"[0.9;1)";Good;F;SI1;EX;VG;GIA;"[4000;6000)"
"[0.9;1)";Good;F;SI1;VG;G;GIA;"[4000;6000)"
"[0.9;1)";Very Good;F;SI1;VG;VG;GIA;"[4000;6000)"
"[0.75;0.9)";Very Good;E;VVS2;G;VG;GIA;"[4000;6000)"
"[0.75;0.9)";Ideal;D;VS1;EX;VG;GIA;"[4000;6000)"
"[0.9;1)";Ideal;G;SI1;EX;VG;GIA;"[4000;6000)"
"[0.9;1)";Very Good;I;VS2;G;VG;GIA;"[4000;6000)"
"[0.75;0.9)";Signature-Ideal;F;SI1;EX;EX;GIA;"[4000;6000)"
"[0.9;1)";Very Good;F;SI1;VG;VG;GIA;"[4000;6000)"
"[0.9;1)";Ideal;I;VVS2;EX;EX;GIA;"[4000;6000)"
"[0.75;0.9)";Ideal;E;VS2;VG;VG;GIA;"[4000;6000)"
"[0.9;1)";Very Good;H;VS2;EX;EX;GIA;"[4000;6000)"
"[0.9;1)";Good;F;SI1;VG;VG;GIA;"[4000;6000)"
"[0.9;1)";Fair;E;SI1;EX;EX;GIA;"[4000;6000)"
"[0.9;1)";Ideal;I;VS1;VG;VG;GIA;"[4000;6000)"
"[0.75;0.9)";Ideal;E;SI1;EX;EX;GIA;"[4000;6000)"
"[0.9;1)";Ideal;G;SI1;G;VG;GIA;"[4000;6000)"
"[0.9;1)";Good;H;VS2;VG;VG;GIA;"[4000;6000)"
"[0.9;1)";Very Good;H;SI1;EX;VG;GIA;"[4000;6000)"
"[1;1.2)";Fair;H;VS2;VG;VG;GIA;"[4000;6000)"
"[0.9;1)";Very Good;I;VS1;EX;EX;GIA;"[4000;6000)"
"[0.9;1)";Fair;E;SI1;EX;EX;GIA;"[4000;6000)"
"[0.9;1)";Very Good;E;SI1;VG;EX;GIA;"[4000;6000)"
"[0.9;1)";Good;E;SI1;VG;VG;GIA;"[4000;6000)"
"[0.9;1)";Fair;F;SI1;VG;G;GIA;"[4000;6000)"
"[0.9;1)";Fair;F;SI1;VG;VG;GIA;"[4000;6000)"
"[0.9;1)";Fair;F;SI1;EX;EX;GIA;"[4000;6000)"
"[0.9;1)";Fair;G;VS1;EX;VG;GIA;"[4000;6000)"
"[0.75;0.9)";Ideal;E;VS2;EX;EX;GIA;"[4000;6000)"
"[0.75;0.9)";Signature-Ideal;G;SI1;ID;ID;AGSL;"[4000;6000)"
"[1;1.2)";Good;I;SI1;EX;VG;GIA;"[4000;6000)"
"[0.75;0.9)";Ideal;F;VS2;EX;EX;GIA;"[4000;6000)"
"[0.9;1)";Very Good;F;VS2;VG;G;GIA;"[4000;6000)"
"[0.9;1)";Very Good;F;SI1;VG;VG;GIA;"[4000;6000)"
